gene	gene_name	n_snps_in_model	n_snps_used	pred_perf_r2	pred_perf_pval
ENSG00000112992	NNT	16	NA	0.1492364142961381	2.851032355236858e-25
ENSG00000113073	SLC4A9	12	NA	0.013611766395087837	0.0024895351360630963
ENSG00000113083	LOX	4	NA	0.018987334541390552	0.00034737370040922714
ENSG00000113108	APBB3	5	NA	0.013153422838493207	0.002949941701168322
ENSG00000113119	TMCO6	7	NA	0.0508762911924957	3.553072575262504e-09
ENSG00000113140	SPARC	20	NA	0.01533711693454889	0.0013182055156212838
ENSG00000113141	IK	18	NA	0.05830803796067399	2.410913647479337e-10
ENSG00000113231	PDE8B	24	NA	0.1797940594801992	1.286308766732899e-30
ENSG00000113240	CLK4	23	NA	0.324337664159161	7.282387724814999e-59
ENSG00000113249	HAVCR1	29	NA	0.07688875144507022	2.71547823220552e-13
ENSG00000113263	ITK	14	NA	0.017394804105012585	0.000620576348916004
ENSG00000113269	RNF130	4	NA	0.11149917301443618	6.493073393262959e-19
ENSG00000113273	ARSB	28	NA	0.13832458054447486	2.088278729678569e-23
ENSG00000113282	CLINT1	11	NA	0.11751955992072198	6.532736624028395e-20
ENSG00000113296	THBS4	4	NA	0.08302792053772878	2.8172961342582836e-14
ENSG00000113300	CNOT6	12	NA	0.02219119053270349	0.00010868708618099988
ENSG00000113303	BTNL8	17	NA	0.6315583530451983	5.701065293916526e-147
ENSG00000113312	TTC1	13	NA	0.011555543084978593	0.005346789028859195
ENSG00000113318	MSH3	43	NA	0.4510992440033906	4.4916603713673595e-89
ENSG00000113356	POLR3G	6	NA	0.06869106584111256	5.49381760397488e-12
ENSG00000113360	DROSHA	11	NA	0.026380672412765052	2.39576221829264e-05
ENSG00000113368	LMNB1	27	NA	0.05503964506231534	7.883074571498934e-10
ENSG00000113389	NPR3	25	NA	0.011676586282226604	0.005110286071910443
ENSG00000113407	TARS	5	NA	0.03390894278562356	1.5974807582254675e-06
ENSG00000113441	LNPEP	14	NA	0.08157845102964309	4.815447699901784e-14
ENSG00000113448	PDE4D	9	NA	0.011668730443075448	0.005125307574727247
ENSG00000113504	SLC12A7	41	NA	0.7077731919244763	1.302186496936112e-180
ENSG00000113532	ST8SIA4	7	NA	0.02043033385755734	0.0002056762439575651
ENSG00000113552	GNPDA1	6	NA	0.019776268639397677	0.00026078204208180867
ENSG00000113555	PCDH12	3	NA	0.039404082373153806	2.2164081592966507e-07
ENSG00000113558	SKP1	14	NA	0.041768898063064254	9.46793817403517e-08
ENSG00000113575	PPP2CA	5	NA	0.0212405860137763	0.00015333088420966252
ENSG00000113593	PPWD1	8	NA	0.010971810438003346	0.006653652930607083
ENSG00000113597	TRAPPC13	9	NA	0.0182356106797982	0.00045670147502625233
ENSG00000113615	SEC24A	12	NA	0.015635978487281904	0.0011812232970855674
ENSG00000113621	TXNDC15	4	NA	0.034067844791838046	1.5088101808637584e-06
ENSG00000113638	TTC33	7	NA	0.012255004221766695	0.004118624343918883
ENSG00000113645	WWC1	15	NA	0.02583927192110701	2.911878471326423e-05
ENSG00000113649	TCERG1	11	NA	0.040239824893304514	1.6410774973998852e-07
ENSG00000113658	SMAD5	7	NA	0.14890506996005365	3.2505616977542957e-25
ENSG00000113716	HMGXB3	4	NA	0.06362711074612579	3.486675949076565e-11
ENSG00000113734	BNIP1	23	NA	0.11968993209654506	2.8446592700940965e-20
ENSG00000113742	CPEB4	15	NA	0.058666326946488635	2.1169592608191137e-10
ENSG00000113758	DBN1	4	NA	0.09863838682693467	8.373702843481526e-17
ENSG00000113790	EHHADH	18	NA	0.0361852387633583	7.049501656085716e-07
ENSG00000113810	SMC4	3	NA	0.02932003789234913	8.315955767113715e-06
ENSG00000113811	SELENOK	10	NA	0.041901582951547424	9.026559058918433e-08
ENSG00000113812	ACTR8	10	NA	0.021417669535826155	0.00014380486271170484
ENSG00000113845	TIMMDC1	15	NA	0.05137236296354667	2.9701028536303327e-09
ENSG00000113851	CRBN	23	NA	0.025863173488474257	2.8869012317062725e-05
ENSG00000113971	NPHP3	25	NA	0.4088288184781451	2.7221581364949667e-78
ENSG00000114013	CD86	10	NA	0.050058606956166776	4.773658276295538e-09
ENSG00000114023	FAM162A	15	NA	0.015610902203363385	0.0011921430535277075
ENSG00000114026	OGG1	7	NA	0.018473131435983694	0.00041885431569811893
ENSG00000114054	PCCB	8	NA	0.0564860280638622	4.668075424761263e-10
ENSG00000114120	SLC25A36	37	NA	0.01791435770452261	0.0005134271161460707
ENSG00000114125	RNF7	17	NA	0.03646389983250515	6.377693616319262e-07
ENSG00000114126	TFDP2	7	NA	0.015843149122368824	0.0010947833035612096
ENSG00000114166	KAT2B	17	NA	0.09372445092478786	5.276351602958048e-16
ENSG00000114209	PDCD10	19	NA	0.03576367117512421	8.202704286511718e-07
ENSG00000114268	PFKFB4	5	NA	0.014914773634368585	0.0015395978802641903
ENSG00000114315	HES1	7	NA	0.027040886948540812	1.888696678458206e-05
ENSG00000114316	USP4	20	NA	0.025706489979073724	3.054631890973775e-05
ENSG00000114346	ECT2	30	NA	0.013957426848402447	0.0021909976760694713
ENSG00000114353	GNAI2	4	NA	0.03978181005109805	1.9349152223769715e-07
ENSG00000114354	TFG	7	NA	0.14709837126136135	6.639753864725448e-25
ENSG00000114405	C3orf14	22	NA	0.1351163786133674	7.308752750989458e-23
ENSG00000114423	CBLB	6	NA	0.025456436442759217	3.342781533760035e-05
ENSG00000114439	BBX	17	NA	0.07471540912288549	6.038886260708082e-13
ENSG00000114446	IFT57	8	NA	0.13888963878194444	1.6740499380966515e-23
ENSG00000114450	GNB4	2	NA	0.010744463512217889	0.007246845715226936
ENSG00000114455	HHLA2	5	NA	0.027905013422790885	1.3837064727672703e-05
ENSG00000114473	IQCG	14	NA	0.05299869160560024	1.6498790858752417e-09
ENSG00000114491	UMPS	8	NA	0.08242258395021838	3.524471464823765e-14
ENSG00000114520	SNX4	9	NA	0.04597495335409564	2.0823355747861815e-08
ENSG00000114544	SLC41A3	23	NA	0.3038868605439224	1.5908330693797675e-54
ENSG00000114554	PLXNA1	4	NA	0.027512971468905013	1.5934448209150777e-05
ENSG00000114626	ABTB1	9	NA	0.051420766122127336	2.918609550558307e-09
ENSG00000114631	PODXL2	10	NA	0.16317551013951578	1.0956759238241722e-27
ENSG00000114650	SCAP	31	NA	0.11566031089735243	1.329717826613339e-19
ENSG00000114670	NEK11	16	NA	0.08733094494616343	5.713824060117791e-15
ENSG00000114686	MRPL3	5	NA	0.022632324423587157	9.26593503920377e-05
ENSG00000114735	HEMK1	5	NA	0.040370135864369563	1.5659418008385141e-07
ENSG00000114738	MAPKAPK3	11	NA	0.08046734708059365	7.259277647820645e-14
ENSG00000114739	ACVR2B	9	NA	0.06391883443923439	3.135177596836834e-11
ENSG00000114744	COMMD2	13	NA	0.010872351609189602	0.006906822738466136
ENSG00000114767	RRP9	6	NA	0.016840812872569062	0.0007597837443323084
ENSG00000114770	ABCC5	20	NA	0.3059695976432357	5.8278651602870716e-55
ENSG00000114779	ABHD14B	44	NA	0.04144050797894362	1.0655299725264328e-07
ENSG00000114796	KLHL24	12	NA	0.046663801561751594	1.6245374422346577e-08
ENSG00000114812	VIPR1	31	NA	0.061107099463318236	8.722884204274595e-11
ENSG00000114850	SSR3	22	NA	0.05153062424732587	2.805021245909594e-09
ENSG00000114853	ZBTB47	12	NA	0.05634887359768795	4.90597314421436e-10
ENSG00000114857	NKTR	24	NA	0.08812332983725077	4.256334988494388e-15
ENSG00000114859	CLCN2	2	NA	0.020085257114541684	0.00023310957410880738
ENSG00000114861	FOXP1	6	NA	0.011829015585822568	0.004827513264220113
ENSG00000114902	SPCS1	6	NA	0.016076724800149246	0.0010049494295677338
ENSG00000114956	DGUOK	16	NA	0.06865038949696095	5.576132643728217e-12
ENSG00000114988	LMAN2L	17	NA	0.027646222029870212	1.518807581410571e-05
ENSG00000114993	RTKN	7	NA	0.020509030448121194	0.00019988854412536427
ENSG00000115009	CCL20	20	NA	0.15049467936060973	1.7318971038187049e-25
ENSG00000115053	NCL	16	NA	0.03548311941963674	9.072875758256284e-07
ENSG00000115073	ACTR1B	5	NA	0.16087330999841779	2.762015279048421e-27
ENSG00000115084	SLC35F5	20	NA	0.044781183947743705	3.2013170539649566e-08
ENSG00000115085	ZAP70	27	NA	0.014057277317786087	0.002111698674035488
ENSG00000115091	ACTR3	3	NA	0.05115307284682987	3.214994607466737e-09
ENSG00000115107	STEAP3	48	NA	0.1426048585271783	3.8991370039774196e-24
ENSG00000115109	EPB41L5	15	NA	0.060849279680331866	9.579969597552214e-11
ENSG00000115112	TFCP2L1	6	NA	0.12118104856124048	1.6050767731096068e-20
ENSG00000115129	TP53I3	11	NA	0.4093978275495616	1.9721038975424314e-78
ENSG00000115137	DNAJC27	18	NA	0.20966260935927988	4.961389387624904e-36
ENSG00000115138	POMC	10	NA	0.0979978734202302	1.064956519553559e-16
ENSG00000115155	OTOF	17	NA	0.018343343108346604	0.00043912638161267936
ENSG00000115159	GPD2	11	NA	0.092564925690779	8.136277070738756e-16
ENSG00000115216	NRBP1	15	NA	0.08472807811688036	1.5010020947168795e-14
ENSG00000115232	ITGA4	24	NA	0.2557216603515428	8.775177368566566e-45
ENSG00000115234	SNX17	5	NA	0.04380353089668536	4.55225263038404e-08
ENSG00000115241	PPM1G	4	NA	0.024553826363963128	4.629042819652827e-05
ENSG00000115255	REEP6	12	NA	0.028363160475100468	1.173361009854526e-05
ENSG00000115257	PCSK4	12	NA	0.10423632483253355	1.0176264756403418e-17
ENSG00000115268	RPS15	15	NA	0.015708851389595747	0.00115005933488882
ENSG00000115274	INO80B	9	NA	0.030668579470335914	5.1201586120860525e-06
ENSG00000115275	MOGS	7	NA	0.018178943539054974	0.0004662283124847089
ENSG00000115290	GRB14	12	NA	0.021033272764062787	0.0001652914814957765
ENSG00000115295	CLIP4	29	NA	0.048154427391835244	9.490643911998251e-09
ENSG00000115306	SPTBN1	14	NA	0.35349022820906034	2.7932142854692653e-65
ENSG00000115310	RTN4	13	NA	0.07985238690314216	9.109158090290636e-14
ENSG00000115317	HTRA2	7	NA	0.030909705360564508	4.694950703139839e-06
ENSG00000115350	POLE4	13	NA	0.020106641247299356	0.0002313073972928109
ENSG00000115364	MRPL19	18	NA	0.03044534125345495	5.548106636028817e-06
ENSG00000115365	LANCL1	12	NA	0.03553971035454495	8.890218142732379e-07
ENSG00000115368	WDR75	22	NA	0.029312879828781	8.337396439112313e-06
ENSG00000115415	STAT1	5	NA	0.014090432060857172	0.0020860149818249726
ENSG00000115419	GLS	11	NA	0.050685129089141634	3.807074485847158e-09
ENSG00000115425	PECR	8	NA	0.01566879840665523	0.0011670838166067867
ENSG00000115446	UNC50	3	NA	0.010022758812316854	0.009512669250559661
ENSG00000115457	IGFBP2	16	NA	0.3279389260809161	1.2153296330004786e-59
ENSG00000115459	ELMOD3	9	NA	0.013770789113837832	0.002347392285066784
ENSG00000115484	CCT4	20	NA	0.024039003863757805	5.574220291418468e-05
ENSG00000115486	GGCX	15	NA	0.31913181719442074	9.52988025861039e-58
ENSG00000115507	OTX1	8	NA	0.20778292985388883	1.1018146218139029e-35
ENSG00000115523	GNLY	30	NA	0.3539036783950109	2.25454541535502e-65
ENSG00000115525	ST3GAL5	8	NA	0.046395147422372995	1.7897168764140852e-08
ENSG00000115526	CHST10	17	NA	0.01931350265051645	0.0003085273457035208
ENSG00000115561	CHMP3	8	NA	0.040253270655670095	1.6331610246770277e-07
ENSG00000115568	ZNF142	12	NA	0.06863510885924942	5.607372452404266e-12
ENSG00000115590	IL1R2	9	NA	0.015168517141437805	0.0014024478241939692
ENSG00000115596	WNT6	3	NA	0.0119503737972606	0.0046137827734866075
ENSG00000115604	IL18R1	14	NA	0.07531097458102573	4.85177449746873e-13
ENSG00000115607	IL18RAP	23	NA	0.3648645889437469	7.3207482759241086e-68
ENSG00000115652	UXS1	17	NA	0.01905886100713047	0.00033845403206297247
ENSG00000115677	HDLBP	27	NA	0.05967322516654508	1.4687375928993542e-10
ENSG00000115687	PASK	26	NA	0.23264552705306143	2.4694669313768116e-40
ENSG00000115705	TPO	12	NA	0.010887164438745057	0.0068685039638875355
ENSG00000115718	PROC	12	NA	0.012293626270288665	0.004059823980627988
ENSG00000115738	ID2	14	NA	0.046660839886437155	1.626272686213798e-08
ENSG00000115750	TAF1B	22	NA	0.25246069985482056	3.8032918563971326e-44
ENSG00000115756	HPCAL1	65	NA	0.22549150720199806	5.5637947352964924e-39
ENSG00000115758	ODC1	8	NA	0.013230743563463163	0.002866620670213532
ENSG00000115808	STRN	22	NA	0.12159977735422767	1.366576962237772e-20
ENSG00000115816	CEBPZ	14	NA	0.02234542759010417	0.00010278921405741029
ENSG00000115825	PRKD3	24	NA	0.1365953185414523	4.104644915643074e-23
ENSG00000115828	QPCT	16	NA	0.02223437865872729	0.00010700218995772487
ENSG00000115840	SLC25A12	10	NA	0.022802167596170875	8.7140949559506e-05
ENSG00000115841	RMDN2	3	NA	0.02105645821955386	0.00016390858969759882
ENSG00000115866	DARS	46	NA	0.16513203659114373	4.984249907114439e-28
ENSG00000115896	PLCL1	19	NA	0.21910438965933088	8.766762081451374e-38
ENSG00000115902	SLC1A4	13	NA	0.08887725004912528	3.215633753322776e-15
ENSG00000115919	KYNU	8	NA	0.15368443722937372	4.879466850453723e-26
ENSG00000115942	ORC2	13	NA	0.018477257213925662	0.0004182255724618997
ENSG00000115944	COX7A2L	1	NA	0.021430788497509286	0.000143123249859161
ENSG00000115947	ORC4	8	NA	0.010058171082464628	0.009386188442179588
ENSG00000115956	PLEK	29	NA	0.07670085071074255	2.909924091781476e-13
ENSG00000115963	RND3	12	NA	0.010108779455188672	0.009208407468752162
ENSG00000115970	THADA	43	NA	0.031161842121227905	4.288068894943178e-06
ENSG00000115998	C2orf42	14	NA	0.050864519474845465	3.568213064647487e-09
ENSG00000116014	KISS1R	12	NA	0.03716594739996389	4.955409505476073e-07
ENSG00000116016	EPAS1	13	NA	0.021501666487286006	0.00013949640335205092
ENSG00000116030	SUMO1	6	NA	0.043314056645885377	5.4294445287511566e-08
ENSG00000116032	GRIN3B	32	NA	0.11499008273538848	1.7174475269110004e-19
ENSG00000116044	NFE2L2	7	NA	0.022970881301566676	8.19856943312881e-05
ENSG00000116062	MSH6	8	NA	0.15638480105892685	1.663761044374551e-26
ENSG00000116095	PLEKHA3	7	NA	0.03245804915856919	2.6909245612348594e-06
ENSG00000116106	EPHA4	12	NA	0.0691154170260794	4.704144135192661e-12
ENSG00000116120	FARSB	24	NA	0.043803276735572834	4.5526692179777657e-08
ENSG00000116127	ALMS1	7	NA	0.1297066903853769	5.983947675965813e-22
ENSG00000116133	DHCR24	6	NA	0.01198169882647937	0.004560192170558692
ENSG00000116151	MORN1	9	NA	0.10424746410014052	1.0133558626214867e-17
ENSG00000116157	GPX7	21	NA	0.3967290310045245	2.40056005847934e-75
ENSG00000116161	CACYBP	3	NA	0.051646653963164965	2.6898413700025436e-09
ENSG00000116171	SCP2	6	NA	0.14670237989162144	7.763493322153524e-25
ENSG00000116198	CEP104	28	NA	0.3550275303384656	1.2584669059194019e-65
ENSG00000116199	FAM20B	8	NA	0.026286137089230954	2.4787697588779278e-05
ENSG00000116205	TCEANC2	14	NA	0.026715235855917258	2.123734936249889e-05
ENSG00000116213	WRAP73	41	NA	0.18123180786183518	7.131038981363806e-31
ENSG00000116237	ICMT	24	NA	0.12761778741126162	1.343327395179758e-21
ENSG00000116260	QSOX1	23	NA	0.40926312884754584	2.1285287652197855e-78
ENSG00000116266	STXBP3	7	NA	0.025412352749802046	3.396336198647478e-05
ENSG00000116273	PHF13	19	NA	0.16201261400385228	1.7484092229244917e-27
ENSG00000116285	ERRFI1	38	NA	0.01890371956906129	0.0003581010695041273
ENSG00000116288	PARK7	11	NA	0.124397895984065	4.655903486464616e-21
ENSG00000116299	KIAA1324	17	NA	0.5467476010833939	6.879507255123184e-117
ENSG00000116329	OPRD1	3	NA	0.08409174590929047	1.9001019691800315e-14
ENSG00000116353	MECR	11	NA	0.05175880118382509	2.583005742191351e-09
ENSG00000116396	KCNC4	15	NA	0.0788075155890482	1.3392500609925016e-13
ENSG00000116406	EDEM3	11	NA	0.04232197969540923	7.759358664402262e-08
ENSG00000116473	RAP1A	8	NA	0.08952570870441372	2.526174011254324e-15
ENSG00000116489	CAPZA1	8	NA	0.014069600783971192	0.0021021150270117634
ENSG00000116497	S100PBP	30	NA	0.31297363460555017	1.946887479814012e-56
ENSG00000116514	RNF19B	3	NA	0.011832501518901091	0.004821235833120204
ENSG00000116521	SCAMP3	3	NA	0.023686972725600296	6.329728763571772e-05
ENSG00000116544	DLGAP3	14	NA	0.018191973277035853	0.00046402020630095233
ENSG00000116574	RHOU	10	NA	0.01309554238774844	0.003013916092493189
ENSG00000116641	DOCK7	17	NA	0.11653087657898428	9.534665039861737e-20
ENSG00000116661	FBXO2	20	NA	0.27006394662436634	1.2854332172139047e-47
ENSG00000116663	FBXO6	16	NA	0.05251929690478137	1.9621741344477523e-09
ENSG00000116678	LEPR	15	NA	0.18610614615134383	9.579738877945815e-32
ENSG00000116679	IVNS1ABP	11	NA	0.035510538456355795	8.98391188954975e-07
ENSG00000116685	KIAA2013	5	NA	0.22130989306361445	3.391819481491821e-38
ENSG00000116688	MFN2	8	NA	0.6583396203017686	6.315843474364659e-158
ENSG00000116691	MIIP	26	NA	0.3018443014967038	4.246930324985282e-54
ENSG00000116698	SMG7	13	NA	0.15877001153958373	6.414473442617561e-27
ENSG00000116701	NCF2	7	NA	0.021552494502386353	0.00013695246574714327
ENSG00000116704	SLC35D1	33	NA	0.24291126372065328	2.689640687222528e-42
ENSG00000116729	WLS	52	NA	0.1629613316852834	1.1942164024992281e-27
ENSG00000116741	RGS2	18	NA	0.12306421596351555	7.781502159916687e-21
ENSG00000116752	BCAS2	13	NA	0.0503094682328393	4.3602530806045646e-09
ENSG00000116761	CTH	4	NA	0.10523641969625228	6.974787770084875e-18
ENSG00000116783	TNNI3K	16	NA	0.07334539171490154	9.987156353469903e-13
ENSG00000116786	PLEKHM2	8	NA	0.08610595861375168	9.004464781503137e-15
ENSG00000116791	CRYZ	16	NA	0.4967940158422291	1.0561929022490546e-101
ENSG00000116809	ZBTB17	11	NA	0.010301094124461991	0.008563607842377028
ENSG00000116830	TTF2	20	NA	0.30381377795315095	1.6477992728316575e-54
ENSG00000116852	KIF21B	1	NA	0.014070054232335882	0.002101763231994399
ENSG00000116857	TMEM9	12	NA	0.5046606783001513	5.429908910204949e-104
ENSG00000116871	MAP7D1	10	NA	0.39572934133839976	4.1785849753613544e-75
ENSG00000116874	WARS2	12	NA	0.07246539243881545	1.3792733200324855e-12
ENSG00000116898	MRPS15	8	NA	0.02527289178292122	3.571488682849094e-05
ENSG00000116903	EXOC8	12	NA	0.03493170809871335	1.106131704128361e-06
ENSG00000116922	C1orf109	7	NA	0.13252126816004445	2.007027108346144e-22
ENSG00000116962	NID1	20	NA	0.04720290393948654	1.3375938748560351e-08
ENSG00000116977	LGALS8	36	NA	0.0545846234336693	9.294824586860466e-10
ENSG00000116983	HPCAL4	36	NA	0.3361512545236549	1.9767123555850312e-61
ENSG00000116985	BMP8B	34	NA	0.021446686850892027	0.00014230157604427088
ENSG00000116990	MYCL	5	NA	0.04078434159283225	1.3491977463170753e-07
ENSG00000116991	SIPA1L2	3	NA	0.025095550229574774	3.8073549711863146e-05
ENSG00000117009	KMO	15	NA	0.05220091644196666	2.2015338874345623e-09
ENSG00000117010	ZNF684	4	NA	0.020512792824134794	0.00019961597725731245
ENSG00000117016	RIMS3	16	NA	0.012435859755725018	0.0038505278538562993
ENSG00000117054	ACADM	17	NA	0.1774340068723992	3.380233839210016e-30
ENSG00000117090	SLAMF1	13	NA	0.029231704524309947	8.584449181373352e-06
ENSG00000117091	CD48	28	NA	0.050123301002938006	4.663442418527693e-09
ENSG00000117115	PADI2	28	NA	0.7025628089494798	4.784022925551372e-178
ENSG00000117133	RPF1	17	NA	0.023211542330418704	7.515690036972098e-05
ENSG00000117151	CTBS	36	NA	0.07707251395171404	2.5378609851008443e-13
ENSG00000117153	KLHL12	4	NA	0.045433665026254906	2.5307692867739275e-08
ENSG00000117174	ZNHIT6	19	NA	0.05305419818201358	1.6170887659288997e-09
ENSG00000117222	RBBP5	3	NA	0.027998487685431856	1.3379251032003781e-05
ENSG00000117226	GBP3	5	NA	0.42657871899493	1.0087280185975871e-82
ENSG00000117242	PINK1-AS	59	NA	0.0777493385889191	1.9779837682405424e-13
ENSG00000117280	RAB29	12	NA	0.2875938239928523	3.710667901655548e-51
ENSG00000117298	ECE1	35	NA	0.09327403280107441	6.243420161231353e-16
ENSG00000117305	HMGCL	2	NA	0.027817516097560096	1.4279810871593007e-05
ENSG00000117308	GALE	4	NA	0.019189785912125886	0.0003227193789485145
ENSG00000117318	ID3	9	NA	0.017433864309083353	0.0006117907398661686
ENSG00000117385	P3H1	13	NA	0.037902288491054745	3.803052820429852e-07
ENSG00000117395	EBNA1BP2	12	NA	0.024321824014836048	5.033268820415393e-05
ENSG00000117408	IPO13	13	NA	0.0686584527117047	5.5597182301033815e-12
ENSG00000117410	ATP6V0B	17	NA	0.10940181232634229	1.4403723295786643e-18
ENSG00000117425	PTCH2	9	NA	0.013766945696582706	0.0023507289604227815
ENSG00000117448	AKR1A1	6	NA	0.03273789879565764	2.4334246389831436e-06
ENSG00000117450	PRDX1	22	NA	0.04488989432892434	3.0783895962104606e-08
ENSG00000117461	PIK3R3	7	NA	0.03617315486770801	7.080183407549426e-07
ENSG00000117475	BLZF1	8	NA	0.11698026439447985	8.029479393257887e-20
ENSG00000117479	SLC19A2	12	NA	0.05270888696325602	1.8321723097077952e-09
ENSG00000117480	FAAH	32	NA	0.2515677965402012	5.67646357658169e-44
ENSG00000117481	NSUN4	24	NA	0.41141267305014895	6.283055759238246e-79
ENSG00000117500	TMED5	6	NA	0.06422669699779655	2.8025207702602664e-11
ENSG00000117505	DR1	15	NA	0.03271566500697059	2.4529486965448437e-06
ENSG00000117528	ABCD3	23	NA	0.05954559588397169	1.5384199348417227e-10
ENSG00000117533	VAMP4	7	NA	0.15524859125147206	2.617447226404111e-26
ENSG00000117586	TNFSF4	15	NA	0.02026393199587511	0.00021847466915925033
ENSG00000117592	PRDX6	30	NA	0.2346345677808194	1.0334694563143827e-40
ENSG00000117593	DARS2	12	NA	0.02023443962318422	0.0002208251115224616
ENSG00000117595	IRF6	16	NA	0.28345951798665503	2.581812386086078e-50
ENSG00000117597	UTP25	12	NA	0.1940236910066498	3.584676182439698e-33
ENSG00000117601	SERPINC1	12	NA	0.03415855883811623	1.4604149081226486e-06
ENSG00000117625	RCOR3	11	NA	0.01584618730830526	0.0010935643030231252
ENSG00000117640	MTFR1L	12	NA	0.015373685429783025	0.00130061858206544
ENSG00000117643	MAN1C1	18	NA	0.017326538745882067	0.0006362371405056623
ENSG00000117682	DHDDS	11	NA	0.07629367188897163	3.3802705361961704e-13
ENSG00000117691	NENF	16	NA	0.03661001719475143	6.051409323089172e-07
ENSG00000117697	NSL1	16	NA	0.01369266003526614	0.002416171600389172
ENSG00000117713	ARID1A	11	NA	0.015426226008172284	0.0012757639007310243
ENSG00000117748	RPA2	11	NA	0.4035387256611518	5.369897422789684e-77
ENSG00000117791	MARC2	19	NA	0.11999146318092868	2.5339794089247668e-20
ENSG00000117862	TXNDC12	11	NA	0.1361034809939797	4.9733500034893007e-23
ENSG00000117868	ESYT2	15	NA	0.27879076709526096	2.2780115044800125e-49
ENSG00000117899	MESD	3	NA	0.022139398482240686	0.00011074279919188467
ENSG00000118046	STK11	6	NA	0.12943570339525404	6.646471225381388e-22
ENSG00000118096	IFT46	30	NA	0.065191080515978	1.9718851127305587e-11
ENSG00000118162	KPTN	58	NA	0.02694054035959871	1.9582008753207052e-05
ENSG00000118181	RPS25	56	NA	0.11659966149767496	9.287233553277324e-20
ENSG00000118194	TNNT2	18	NA	0.011502237448043087	0.005454442565224828
ENSG00000118197	DDX59	8	NA	0.08322771680769478	2.616489866508062e-14
ENSG00000118200	CAMSAP2	9	NA	0.027075190293358278	1.8655080030688514e-05
ENSG00000118217	ATF6	18	NA	0.07821685611983684	1.6650053373004144e-13
ENSG00000118246	FASTKD2	16	NA	0.011834280514174428	0.00481803543429903
ENSG00000118260	CREB1	5	NA	0.011031792283390936	0.0065055597260223015
ENSG00000118307	CASC1	10	NA	0.05100750489421685	3.3885897305835515e-09
ENSG00000118308	LRMP	7	NA	0.01683236283205775	0.0007621346137595669
ENSG00000118363	SPCS2	12	NA	0.02824671059424606	1.2235796096687408e-05
ENSG00000118369	USP35	9	NA	0.027897897718221685	1.3872551612379418e-05
ENSG00000118402	ELOVL4	16	NA	0.022223086198382726	0.00010744019445295836
ENSG00000118418	HMGN3	9	NA	0.03049925097374642	5.441591467085681e-06
ENSG00000118432	CNR1	6	NA	0.4878573251082975	3.811952717734019e-99
ENSG00000118454	ANKRD13C	23	NA	0.013712327153524387	0.002398668294616196
ENSG00000118473	SGIP1	16	NA	0.17400438519788558	1.3697787590289083e-29
ENSG00000118495	PLAGL1	33	NA	0.21441323987709787	6.550402710027458e-37
ENSG00000118507	AKAP7	32	NA	0.1489342922793341	3.2131877344652966e-25
ENSG00000118508	RAB32	34	NA	0.015341446945092908	0.0013161106110989012
ENSG00000118514	ALDH8A1	48	NA	0.18432166095764346	2.000326068204842e-31
ENSG00000118520	ARG1	8	NA	0.354400091036645	1.7428710906052922e-65
ENSG00000118579	MED28	8	NA	0.024540161622676252	4.6519226858631435e-05
ENSG00000118600	RXYLT1	2	NA	0.015174740023107428	0.001399243953785426
ENSG00000118620	ZNF430	11	NA	0.11057873528630219	9.212873335233505e-19
ENSG00000118640	VAMP8	8	NA	0.030418437505649282	5.602041220764545e-06
ENSG00000118680	MYL12B	6	NA	0.041890284254522396	9.063329772821304e-08
ENSG00000118690	ARMC2	15	NA	0.11590790495056617	1.2097316195367233e-19
ENSG00000118705	RPN2	15	NA	0.014978267143633494	0.0015040575223352096
ENSG00000118762	PKD2	14	NA	0.08543640216992622	1.1543356922470366e-14
ENSG00000118777	ABCG2	28	NA	0.08727875056598938	5.8256956378635375e-15
ENSG00000118785	SPP1	15	NA	0.1535588322110043	5.129477041050227e-26
ENSG00000118804	STBD1	10	NA	0.06966441124902642	3.848205241267101e-12
ENSG00000118849	RARRES1	7	NA	0.01394869520485166	0.0021980737835922055
ENSG00000118855	MFSD1	19	NA	0.026383513193172975	2.393311423321441e-05
ENSG00000118873	RAB3GAP2	18	NA	0.03883634124091416	2.7183282782331407e-07
ENSG00000118898	PPL	12	NA	0.021684389518799377	0.0001305662492076677
ENSG00000118922	KLF12	10	NA	0.014301852456789565	0.0019295011643621965
ENSG00000118960	HS1BP3	36	NA	0.02079614908258241	0.00018012537986786156
ENSG00000118961	LDAH	14	NA	0.10731970358604788	3.171481747627269e-18
ENSG00000118965	WDR35	6	NA	0.017770127261414057	0.000541152388895626
ENSG00000118971	CCND2	13	NA	0.05562369459360165	6.380177176314934e-10
ENSG00000118985	ELL2	16	NA	0.028981467852970212	9.3931095104038e-06
ENSG00000119041	GTF3C3	2	NA	0.11224839581553339	4.882755418126267e-19
ENSG00000119121	TRPM6	17	NA	0.2185241697346314	1.1249816106816702e-37
ENSG00000119138	KLF9	3	NA	0.01878669265450042	0.0003736769302172334
ENSG00000119139	TJP2	18	NA	0.3337593351006984	6.594590918146194e-61
ENSG00000119147	ECRG4	11	NA	0.029734680891402264	7.163725077460208e-06
ENSG00000119203	CPSF3	31	NA	0.04059916372126076	1.4421211493596387e-07
ENSG00000119227	PIGZ	38	NA	0.1733786594009768	1.7671067213312855e-29
